"SurveyResponseID","AnswerNumber","TechnologyUses"
3626079,117,"Information about amenities/services for the town you were in"
3626079,118,"Transport/ travel options around New Zealand"
3577796,143,"Weather information"
3626301,103,"Transport/ travel options around New Zealand"
3625839,128,"Weather information"
3577796,145,"Accommodation in the region you were in"
3626099,110,"Weather information"
3626099,111,"Internet access"
3626099,112,"Directions"
3626319,120,"Information about Maori culture / cultural activities"
3626319,119,"Maps"
3626319,121,"General information about a different region"
3626319,118,"Weather information"
3626113,156,"General information about the region you were in"
3626113,158,"Internet access"
3625898,128,"Weather information"
3626113,157,"Weather information"
3626319,122,"Transport/ travel options around New Zealand"
3626113,159,"Directions"
3625898,131,"Internet access"
3625898,130,"To meet other travellers"
3626113,160,"Accommodation in the region you were in"
3625898,132,"Transport/ travel options around New Zealand"
3626319,117,"Check/confirm existing travel plans"
3626099,113,"Flights within New Zealand"
3626099,114,"Attractions / Activities"
3626319,123,"Event information"
3626319,124,"Attractions / Activities"
3625898,133,"Event information"
3625898,129,"Maps"
3577796,146,"Accommodation in a different region"
3577796,147,"Transport/ travel options around New Zealand"
3626320,149,"Maps"
3625905,115,"Maps"
3626320,148,"Weather information"
3626113,161,"Event information"
3625905,114,"Weather information"
3626320,150,"Information about amenities/services for the town you were in"
3625898,134,"Attractions / Activities"
3626138,190,"Weather information"
3626113,162,"Attractions / Activities"
3626138,192,"To meet other travellers"
3626131,127,"Check/confirm existing travel plans"
3626131,128,"Access to resources to assist you to plan"
3626131,130,"Suggested itineraries"
3626320,147,"General information about the region you were in"
3625905,116,"Directions"
3626131,126,"General information about the region you were in"
3626131,129,"Internet access"
3577810,120,"Internet access"
3626138,193,"Internet access"
3626138,196,"Information about amenities/services for the town you were in"
3626138,197,"Accommodation in the region you were in"
3626138,191,"Maps"
3626138,195,"General information about a different region"
3626138,194,"Directions"
3577812,104,"General information about the region you were in"
3626138,198,"Accommodation in a different region"
3577812,105,"Weather information"
3577812,106,"Maps"
3625914,129,"Maps"
3625914,131,"General information about a different region"
3626138,199,"Transport/ travel options around New Zealand"
3626337,127,"Accommodation in the region you were in"
3626138,200,"Flights within New Zealand"
3625914,128,"Weather information"
3625914,132,"Information about amenities/services for the town you were in"
3625914,130,"Directions"
3626147,99,"Directions"
3577812,107,"To meet other travellers"
3577812,108,"Transport/ travel options around New Zealand"
3626147,98,"Maps"
3625930,107,"None of these"
3626149,118,"Weather information"
3626371,114,"Access to resources to assist you to plan"
3626149,119,"Internet access"
3626138,201,"Attractions / Activities"
3626149,122,"Accommodation in a different region"
3626149,121,"Accommodation in the region you were in"
3626371,115,"Weather information"
3626149,123,"Transport/ travel options around New Zealand"
3626371,118,"Accommodation in the region you were in"
3626149,120,"Compare prices / find deals"
3626371,116,"Compare prices / find deals"
3626371,117,"See ratings by other travellers"
3626371,119,"Accommodation in a different region"
3625914,127,"Check/confirm existing travel plans"
3625914,133,"Attractions / Activities"
3626147,97,"Check/confirm existing travel plans"
3626149,117,"Check/confirm existing travel plans"
3626371,113,"Check/confirm existing travel plans"
3626149,124,"Attractions / Activities"
3577876,109,"Access to resources to assist you to plan"
3626371,120,"Flights within New Zealand"
3626384,99,"Access to resources to assist you to plan"
3577876,108,"Check/confirm existing travel plans"
3577876,110,"Attractions / Activities"
3626156,141,"Maps"
3625932,142,"Maps"
3626384,98,"Check/confirm existing travel plans"
3626384,101,"Maps"
3626384,104,"General information about a different region"
3625932,140,"Check/confirm existing travel plans"
3626384,106,"Accommodation in a different region"
3625932,139,"General information about the region you were in"
3625932,143,"Directions"
3626384,102,"Directions"
3626156,142,"Internet access"
3626384,100,"Weather information"
3625932,141,"Weather information"
3625932,144,"Overview of NZ regions"
3626384,103,"Overview of NZ regions"
3626156,143,"Overview of NZ regions"
3626384,105,"Information about amenities/services for the town you were in"
3626384,107,"Transport/ travel options around New Zealand"
3626386,182,"General information about the region you were in"
3626156,144,"Information about amenities/services for the town you were in"
3625955,125,"General information about the region you were in"
3626386,186,"Information about Maori culture / cultural activities"
3625932,145,"General information about a different region"
3626386,187,"Compare prices / find deals"
3625932,146,"Information about amenities/services for the town you were in"
3626156,145,"Accommodation in a different region"
3626386,183,"Access to resources to assist you to plan"
3626386,184,"Weather information"
3626386,185,"Maps"
3626386,189,"See ratings by other travellers"
3626386,191,"Accommodation in a different region"
3626386,190,"Accommodation in the region you were in"
3626384,108,"Attractions / Activities"
3625932,147,"Attractions / Activities"
3626156,146,"Flights within New Zealand"
3626156,147,"Event information"
3626156,148,"Attractions / Activities"
3625955,126,"Check/confirm existing travel plans"
3625955,127,"Weather information"
3626386,188,"Directions"
3625955,130,"Internet access"
3625955,129,"To meet other travellers"
3625955,131,"Compare prices / find deals"
3625955,132,"Directions"
3626387,162,"Compare prices / find deals"
3625955,134,"Accommodation in the region you were in"
3626158,121,"Weather information"
3626387,160,"Weather information"
3625955,128,"Maps"
3625955,133,"General information about a different region"
3577879,111,"Maps"
3626387,159,"Access to resources to assist you to plan"
3626158,122,"Maps"
3626387,161,"Maps"
3626387,164,"See ratings by other travellers"
3577894,91,"None of these"
3626388,152,"Maps"
3625962,127,"Maps"
3626387,163,"Directions"
3626388,154,"Information about Maori culture / cultural activities"
3626386,192,"Event information"
3626387,168,"Attractions / Activities"
3626387,165,"Information about amenities/services for the town you were in"
3626387,166,"Accommodation in the region you were in"
3626387,167,"Transport/ travel options around New Zealand"
3626388,151,"Weather information"
3626388,153,"To meet other travellers"
3626165,121,"Weather information"
3626388,156,"See ratings by other travellers"
3626165,122,"Maps"
3626388,158,"Accommodation in a different region"
3626388,155,"Directions"
3626165,123,"Internet access"
3626165,124,"Directions"
3625966,157,"General information about the region you were in"
3626388,157,"Accommodation in the region you were in"
3626388,159,"Transport/ travel options around New Zealand"
3626165,126,"Accommodation in a different region"
3626165,125,"Information about amenities/services for the town you were in"
3625966,158,"Access to resources to assist you to plan"
3625966,159,"Weather information"
3626174,124,"General information about the region you were in"
3625966,160,"Internet access"
3626174,126,"Weather information"
3625966,161,"Compare prices / find deals"
3626388,160,"Flights within New Zealand"
3626165,127,"Attractions / Activities"
3626388,161,"Suggested itineraries"
3626174,125,"Check/confirm existing travel plans"
3625966,163,"Overview of NZ regions"
3626402,107,"Check/confirm existing travel plans"
3626402,108,"Attractions / Activities"
3626174,133,"Event information"
3626174,134,"Attractions / Activities"
3625966,169,"Attractions / Activities"
3625966,170,"Suggested itineraries"
3626181,158,"Check/confirm existing travel plans"
3625966,162,"Directions"
3626174,128,"Internet access"
3626174,129,"Information about Maori culture / cultural activities"
3626174,130,"Directions"
3626181,157,"General information about the region you were in"
3626181,161,"Compare prices / find deals"
3577895,161,"Check/confirm existing travel plans"
3626181,162,"Directions"
3577895,160,"General information about the region you were in"
3625966,164,"General information about a different region"
3625966,165,"See ratings by other travellers"
3626174,127,"Maps"
3625966,168,"Accommodation in a different region"
3626181,160,"Maps"
3626181,163,"General information about a different region"
3577895,162,"Access to resources to assist you to plan"
3625966,166,"Information about amenities/services for the town you were in"
3625966,167,"Accommodation in the region you were in"
3626174,131,"Information about amenities/services for the town you were in"
3626174,132,"Transport/ travel options around New Zealand"
