"SurveyResponseID","AnswerNumber","iSiteUsage"
3599384,79,"Information about Maori culture / cultural activities"
3599384,80,"General information about a different region"
3601053,83,"Maps"
3599382,88,"Maps"
3599393,86,"Weather information"
3599579,79,"Maps"
3598633,102,"Maps"
3599384,81,"Information about amenities/services for the town you were in"
3598633,104,"Information about amenities/services for the town you were in"
3599382,89,"Attractions / Activities"
3599393,85,"General information about the region you were in"
3601094,72,"Check/confirm existing travel plans"
3599579,80,"Compare prices / find deals"
3599579,81,"General information about a different region"
3599579,82,"Attractions / Activities"
3599579,83,"Suggested itineraries"
3598633,100,"General information about the region you were in"
3598633,101,"Access to resources to assist you to plan"
3598633,105,"Attractions / Activities"
3599393,90,"Attractions / Activities"
3598633,103,"Directions"
3599393,88,"Directions"
3599393,87,"Maps"
3599580,90,"Maps"
3601114,122,"Maps"
3599398,77,"Weather information"
3599580,89,"General information about the region you were in"
3599393,91,"Suggested itineraries"
3599580,91,"Directions"
3601114,121,"Access to resources to assist you to plan"
3601114,123,"Information about Maori culture / cultural activities"
3598650,144,"Access to resources to assist you to plan"
3599580,94,"Attractions / Activities"
3601114,120,"General information about the region you were in"
3598650,142,"General information about the region you were in"
3598650,143,"Check/confirm existing travel plans"
3601114,124,"Compare prices / find deals"
3598650,145,"Weather information"
3599393,89,"Information about amenities/services for the town you were in"
3599580,92,"Accommodation in the region you were in"
3599580,93,"Event information"
3601114,127,"Information about amenities/services for the town you were in"
3601114,128,"Accommodation in the region you were in"
3601114,129,"Accommodation in a different region"
3601114,126,"General information about a different region"
3598650,148,"Directions"
3601114,132,"Suggested itineraries"
3598650,150,"General information about a different region"
3601114,130,"Transport/ travel options around New Zealand"
3598650,151,"Accommodation in the region you were in"
3598650,152,"Transport/ travel options around New Zealand"
3598651,75,"Information about amenities/services for the town you were in"
3601114,125,"Overview of NZ regions"
3598650,147,"Compare prices / find deals"
3601114,131,"Attractions / Activities"
3598650,149,"Overview of NZ regions"
3599398,78,"General information about a different region"
3598651,74,"General information about a different region"
3599398,80,"Suggested itineraries"
3599611,79,"Suggested itineraries"
3599611,77,"Accommodation in the region you were in"
3599611,78,"Accommodation in a different region"
3598650,146,"Maps"
3599611,75,"Maps"
3598651,73,"Maps"
3599400,85,"Maps"
3598653,83,"Maps"
3598667,113,"Maps"
3599611,76,"Compare prices / find deals"
3599398,79,"Attractions / Activities"
3598651,76,"Attractions / Activities"
3599400,86,"Compare prices / find deals"
3601144,104,"Suggested itineraries"
3598667,114,"Directions"
3599409,92,"Directions"
3599614,92,"Directions"
3599614,93,"General information about a different region"
3599409,90,"Maps"
3599409,91,"Internet access"
3599614,95,"Suggested itineraries"
3598667,115,"Information about amenities/services for the town you were in"
3599614,94,"Accommodation in the region you were in"
3601146,90,"Something else"
3601148,103,"Information about amenities/services for the town you were in"
3598653,82,"General information about the region you were in"
3601144,103,"Attractions / Activities"
3599409,89,"General information about the region you were in"
3598667,116,"Attractions / Activities"
3599409,93,"Attractions / Activities"
3601148,104,"Attractions / Activities"
3599629,90,"Check/confirm existing travel plans"
3601148,102,"Maps"
3599418,83,"Maps"
3599629,94,"Transport/ travel options around New Zealand"
3598686,110,"Information about amenities/services for the town you were in"
3598686,111,"Accommodation in the region you were in"
3598686,112,"Event information"
3599630,101,"Transport/ travel options around New Zealand"
3598686,107,"Maps"
3599630,99,"Maps"
3599418,81,"General information about the region you were in"
3599418,82,"Check/confirm existing travel plans"
3599629,95,"Attractions / Activities"
3601189,76,"General information about the region you were in"
3599629,91,"Access to resources to assist you to plan"
3599630,98,"General information about the region you were in"
3599629,92,"Directions"
3599629,93,"General information about a different region"
3598686,113,"Attractions / Activities"
3598686,108,"Information about Maori culture / cultural activities"
3598686,109,"General information about a different region"
3599630,100,"Information about Maori culture / cultural activities"
3599418,84,"Accommodation in a different region"
3599423,82,"Accommodation in the region you were in"
3599423,83,"Transport/ travel options around New Zealand"
3601228,83,"Transport/ travel options around New Zealand"
3601228,84,"Event information"
3599423,79,"Access to resources to assist you to plan"
3599423,81,"Directions"
3601228,81,"Directions"
3601228,82,"General information about a different region"
3601228,86,"Suggested itineraries"
3599423,80,"Maps"
3599475,98,"Weather information"
3599644,91,"Information about amenities/services for the town you were in"
3599644,92,"Transport/ travel options around New Zealand"
3599475,101,"Information about amenities/services for the town you were in"
3599630,102,"Attractions / Activities"
3599423,84,"Attractions / Activities"
3599644,88,"Check/confirm existing travel plans"
3601228,85,"Attractions / Activities"
3599644,89,"Overview of NZ regions"
3599475,97,"General information about the region you were in"
3599644,90,"General information about a different region"
3598720,99,"General information about the region you were in"
3599475,100,"Directions"
3598720,101,"Directions"
3598720,102,"Accommodation in the region you were in"
3598734,88,"Transport/ travel options around New Zealand"
3598734,87,"Directions"
3598734,89,"Suggested itineraries"
3599475,99,"Maps"
3598720,100,"Maps"
3601264,74,"Weather information"
3601264,75,"Maps"
3599646,93,"Maps"
3599646,95,"General information about a different region"
3598720,103,"Attractions / Activities"
3599475,102,"Attractions / Activities"
3601264,76,"Compare prices / find deals"
3601264,78,"Attractions / Activities"
3599646,94,"Overview of NZ regions"
3598753,124,"General information about the region you were in"
3601264,77,"Accommodation in a different region"
3599646,96,"Information about amenities/services for the town you were in"
3599646,97,"Accommodation in a different region"
3599646,98,"Attractions / Activities"
3598753,125,"Weather information"
3598753,126,"Maps"
3598753,127,"Internet access"
3598753,128,"Overview of NZ regions"
3601314,109,"General information about the region you were in"
3598768,90,"General information about the region you were in"
3598753,129,"Information about amenities/services for the town you were in"
3598768,92,"Information about amenities/services for the town you were in"
3599484,87,"Maps"
3601314,110,"Weather information"
3599646,99,"Suggested itineraries"
3598768,91,"Maps"
3601314,111,"Maps"
3598753,130,"Suggested itineraries"
3601314,112,"Directions"
3601314,114,"Suggested itineraries"
3599484,88,"Directions"
3599697,102,"Directions"
3599697,99,"General information about the region you were in"
3599697,100,"Check/confirm existing travel plans"
3598768,93,"Attractions / Activities"
3599484,89,"Attractions / Activities"
3598785,107,"Compare prices / find deals"
3599714,92,"General information about the region you were in"
3601328,94,"General information about the region you were in"
3599697,101,"Maps"
3599714,93,"Weather information"
3601328,95,"Maps"
3601330,75,"Maps"
3601314,113,"Flights within New Zealand"
3599498,93,"Access to resources to assist you to plan"
3599697,103,"Transport/ travel options around New Zealand"
3601328,97,"General information about a different region"
3601330,74,"Access to resources to assist you to plan"
3598770,85,"Something else"
3601330,76,"General information about a different region"
3598785,108,"Information about amenities/services for the town you were in"
3601330,78,"Suggested itineraries"
3598785,109,"Accommodation in a different region"
3599714,94,"Event information"
3599498,91,"General information about the region you were in"
3599498,92,"Check/confirm existing travel plans"
