"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3600927,130,"Maori activities experienced","Good staff"
3602494,111,"Maori activities experienced","Learnt about a new culture"
3600680,92,"Food & beverage outlets","Too expensive"
3602446,103,"NZ environment","Dull cities"
3601687,114,"Maori activities experienced","Good staff"
3601687,117,"i-Sites","No reason"
3602479,96,"Maori activities experienced","Learnt about a new culture"
3602480,93,"Maori activities experienced","Learnt about a new culture"
3601700,108,"Maori activities experienced","Entertaining"
3600927,128,"Maori activities experienced","Entertaining"
3602480,96,"Maori activities experienced","Well organised"
3601700,111,"Customer service","Staff not friendly"
3602494,113,"Maori activities experienced","Good quality/standard"
3600927,131,"Maori activities experienced","Well organised"
3602494,114,"Maori activities experienced","Good staff"
3600680,94,"Food & beverage outlets","Alcohol too expensive"
3601701,102,"Maori activities experienced","Learnt about a new culture"
3600680,93,"Food & beverage outlets","Poor service"
3601702,100,"Commercial transport","Rental car/company did not meet expectations"
3600680,96,"NZ environment","More effort to preserve natural environment requir"
3601702,99,"Food & beverage outlets","Poor food quality"
3600680,95,"NZ environment","Dull cities"
3600936,95,"Food & beverage outlets","Poor food quality"
3600746,85,"Maori activities experienced","Not sure"
3602495,108,"Maori activities experienced","Learnt about a new culture"
3602495,109,"Maori activities experienced","Good quality/standard"
3601702,101,"Commercial transport","Poor customer service"
3601702,102,"Activities experienced","Too expensive"
3602495,110,"Maori activities experienced","Good staff"
3600762,101,"Food & beverage outlets","Too expensive"
3601702,104,"Maori activities experienced","Good quality/standard"
3602495,111,"Maori activities experienced","Well organised"
3601702,103,"Maori activities experienced","Entertaining"
3600945,92,"Maori activities experienced","Learnt about a new culture"
3601702,105,"Maori activities experienced","Well organised"
3601702,106,"Customer service","Staff not friendly"
3602513,93,"Accommodation","Poor value for money"
3602513,96,"Maori activities experienced","Entertaining"
3602513,95,"Maori activities experienced","Learnt about a new culture"
3602513,92,"Accommodation","No free internet"
3601702,108,"Customer service","Another reason"
3600945,96,"Maori activities experienced","Good staff"
3601702,107,"Customer service","Staff not knowledgeable"
3602513,94,"Accommodation","Noisy"
3600945,93,"Maori activities experienced","Informative"
3602513,97,"Maori activities experienced","Good staff"
3602513,98,"Maori activities experienced","Well organised"
3600945,94,"Maori activities experienced","Entertaining"
3601703,104,"Activities experienced","Too expensive"
3600762,102,"Food & beverage outlets","Not as good as you get overseas"
3600986,110,"Maori activities experienced","Learnt about a new culture"
3601703,107,"Maori activities experienced","Entertaining"
3602545,100,"Maori activities experienced","Good staff"
3602547,106,"Food & beverage outlets","No reason"
3600945,97,"Maori activities experienced","Well organised"
3601702,109,"i-Sites","Shut too early/short opening hours"
3602545,98,"Maori activities experienced","Informative"
3600986,112,"Maori activities experienced","Entertaining"
3601703,106,"Maori activities experienced","Learnt about a new culture"
3602545,97,"Maori activities experienced","Learnt about a new culture"
3601703,108,"Maori activities experienced","Good staff"
3600771,107,"NZ environment","No reason"
3601703,105,"Activities experienced","Have to cancel the activity due to weather/road  c"
3602513,99,"NZ environment","Another reason"
3600945,95,"Maori activities experienced","Good quality/standard"
3602545,96,"Food & beverage outlets","Poor food quality"
3601703,103,"Accommodation","Generally poor standard"
3601703,109,"Sense of safety","Poor road signage"
3602545,99,"Maori activities experienced","Good quality/standard"
3600986,111,"Maori activities experienced","Informative"
3600762,103,"Commercial transport","Another reason"
3602547,110,"Maori activities experienced","Another indifferent or poor aspect"
3600995,83,"Activities experienced","Too expensive"
3600995,82,"Commercial transport","Expensive"
3601004,78,"Customer service","Staff seemed rushed"
3601733,112,"Food & beverage outlets","No reason"
3602547,109,"Maori activities experienced","Entertaining"
3600812,88,"Sense of safety","Another reason"
3601733,111,"Accommodation","Poor/old facilities"
3600771,106,"Commercial transport","Expensive"
3601720,95,"Maori activities experienced","Learnt about a new culture"
3600812,86,"Customer service","Staff seemed rushed"
3602562,103,"Accommodation","Noisy"
3601703,110,"Sense of safety","Another reason"
3602547,108,"Maori activities experienced","Informative"
3600780,80,"Food & beverage outlets","No reason"
3600812,87,"Sense of safety","Crime/graffiti"
3601733,114,"Maori activities experienced","Informative"
3601011,82,"Food & beverage outlets","Too expensive"
3601011,83,"Food & beverage outlets","Another reason"
3602562,106,"Maori activities experienced","Good quality/standard"
3601013,99,"Customer service","No reason"
3600821,142,"Maori activities experienced","Learnt about a new culture"
3602547,107,"Commercial transport","Expensive"
3601720,96,"Maori activities experienced","Informative"
3601733,113,"Activities experienced","Have to cancel the activity due to weather/road  c"
3601733,116,"Maori activities experienced","Good staff"
3602562,108,"Customer service","No reason"
3600821,140,"Commercial transport","Expensive"
3601733,115,"Maori activities experienced","Entertaining"
3602562,102,"Accommodation","Poor standard of cleanliness/dirty"
3602562,105,"Maori activities experienced","Informative"
3600821,143,"Maori activities experienced","Informative"
3601733,117,"Maori activities experienced","Did not live up to expectations"
3602562,104,"Food & beverage outlets","No reason"
3602562,107,"Maori activities experienced","Good staff"
3601734,102,"Maori activities experienced","Learnt about a new culture"
3601013,98,"Food & beverage outlets","No reason"
3600821,141,"Commercial transport","Rental car/company did not meet expectations"
3601735,113,"Customer service","Slow"
3600821,144,"Maori activities experienced","Good quality/standard"
3601735,112,"Maori activities experienced","Good quality/standard"
3601735,111,"Maori activities experienced","Entertaining"
3600821,145,"Maori activities experienced","Good staff"
3600821,146,"Maori activities experienced","Did not live up to expectations"
3601735,114,"NZ environment","Dull cities"
3602577,84,"Maori activities experienced","Good quality/standard"
3601737,98,"Maori activities experienced","Learnt about a new culture"
3600855,123,"Food & beverage outlets","Too expensive"
3601737,101,"Maori activities experienced","Good staff"
3601031,97,"Maori activities experienced","Learnt about a new culture"
3602577,85,"Maori activities experienced","Well organised"
3601737,99,"Maori activities experienced","Informative"
3601737,102,"Customer service","Slow"
3602581,90,"Food & beverage outlets","Too expensive"
3600855,126,"Maori activities experienced","Not very exciting/boring"
3602581,94,"Maori activities experienced","Well organised"
3602581,93,"Maori activities experienced","Informative"
3600855,124,"Food & beverage outlets","Not as good as you get overseas"
3602581,91,"Commercial transport","Expensive"
3601751,121,"Food & beverage outlets","Too expensive"
3601751,122,"Maori activities experienced","Learnt about a new culture"
3600869,85,"Maori activities experienced","Good quality/standard"
3601038,129,"Customer service","No reason"
3602577,83,"Maori activities experienced","Entertaining"
3601752,104,"Activities experienced","No reason"
3601737,100,"Maori activities experienced","Entertaining"
3601031,98,"Customer service","Staff not friendly"
3601737,97,"Commercial transport","No reason"
3600855,125,"Maori activities experienced","Learnt about a new culture"
3602581,92,"Commercial transport","Inconvenient public transportation"
3601751,120,"Accommodation","No reason"
3601751,124,"Maori activities experienced","Entertaining"
3602595,113,"Maori activities experienced","Learnt about a new culture"
3601047,150,"Maori activities experienced","Not very exciting/boring"
3602612,100,"Maori activities experienced","Learnt about a new culture"
3602612,103,"Maori activities experienced","Good staff"
3600939,92,"Food & beverage outlets","Alcohol too expensive"
3601752,106,"Maori activities experienced","Good quality/standard"
3602612,98,"Food & beverage outlets","Too expensive"
3602612,101,"Maori activities experienced","Informative"
3601014,89,"Accommodation","No air-conditioning/heating inadequate"
3601751,125,"Maori activities experienced","Good staff"
3601038,128,"Accommodation","No reason"
3600939,91,"Food & beverage outlets","Not as good as you get overseas"
3601047,151,"Customer service","No reason"
3601014,88,"Accommodation","No free internet"
3602612,99,"Food & beverage outlets","Poor food quality"
3602612,102,"Maori activities experienced","Entertaining"
3601014,91,"Accommodation","Noisy"
3602613,100,"Food & beverage outlets","Too expensive"
3600869,84,"Food & beverage outlets","Supermarkets lack of variety"
3601751,123,"Maori activities experienced","Informative"
3600939,93,"Commercial transport","Inconvenient public transportation"
3601752,105,"Maori activities experienced","Entertaining"
3601052,109,"i-Sites","Poor customer service"
3601047,149,"Maori activities experienced","Learnt about a new culture"
3602613,101,"Food & beverage outlets","Limited choices"
3601014,90,"Accommodation","Poor value for money"
3602613,102,"Commercial transport","No reason"
3602613,105,"Maori activities experienced","Informative"
3601767,113,"Maori activities experienced","Good quality/standard"
3602613,104,"Maori activities experienced","Learnt about a new culture"
3601030,81,"Sense of safety","Felt unsafe"
3601014,92,"Food & beverage outlets","Not as good as you get overseas"
3601767,111,"Maori activities experienced","Learnt about a new culture"
3601767,114,"Maori activities experienced","Well organised"
3601019,91,"Commercial transport","Another reason"
3602613,103,"Activities experienced","No reason"
